x, Answer
-3.6, 0.026597
-3.58, 0.0271197
-3.56, 0.0276524
-3.54, 0.0281953
-3.52, 0.0287485
-3.5, 0.0293122
-3.48, 0.0298867
-3.46, 0.030472
-3.44, 0.0310685
-3.42, 0.0316762
-3.4, 0.0322955
-3.38, 0.0329264
-3.36, 0.0335692
-3.34, 0.0342242
-3.32, 0.0348914
-3.3, 0.0355712
-3.28, 0.0362637
-3.26, 0.0369692
-3.24, 0.0376879
-3.22, 0.03842
-3.2, 0.0391657
-3.18, 0.0399253
-3.16, 0.0406991
-3.14, 0.0414871
-3.12, 0.0422898
-3.1, 0.0431073
-3.08, 0.0439398
-3.06, 0.0447877
-3.04, 0.0456512
-3.02, 0.0465305
-3, 0.0474259
-2.98, 0.0483376
-2.96, 0.049266
-2.94, 0.0502113
-2.92, 0.0511737
-2.9, 0.0521536
-2.88, 0.0531511
-2.86, 0.0541667
-2.84, 0.0552005
-2.82, 0.0562529
-2.8, 0.0573242
-2.78, 0.0584146
-2.76, 0.0595244
-2.74, 0.0606539
-2.72, 0.0618035
-2.7, 0.0629734
-2.68, 0.0641639
-2.66, 0.0653753
-2.64, 0.066608
-2.62, 0.0678623
-2.6, 0.0691384
-2.58, 0.0704367
-2.56, 0.0717575
-2.54, 0.0731012
-2.52, 0.0744679
-2.5, 0.0758582
-2.48, 0.0772722
-2.46, 0.0787103
-2.44, 0.0801729
-2.42, 0.0816603
-2.4, 0.0831727
-2.38, 0.0847106
-2.36, 0.0862742
-2.34, 0.0878639
-2.32, 0.0894801
-2.3, 0.091123
-2.28, 0.092793
-2.26, 0.0944904
-2.24, 0.0962155
-2.22, 0.0979688
-2.2, 0.0997505
-2.18, 0.101561
-2.16, 0.1034
-2.14, 0.105269
-2.12, 0.107168
-2.1, 0.109097
-2.08, 0.111056
-2.06, 0.113046
-2.04, 0.115067
-2.02, 0.117119
-2, 0.119203
-1.98, 0.121319
-1.96, 0.123467
-1.94, 0.125648
-1.92, 0.127862
-1.9, 0.130108
-1.88, 0.132389
-1.86, 0.134703
-1.84, 0.137051
-1.82, 0.139434
-1.8, 0.141851
-1.78, 0.144303
-1.76, 0.14679
-1.74, 0.149313
-1.72, 0.151871
-1.7, 0.154465
-1.68, 0.157095
-1.66, 0.159762
-1.64, 0.162465
-1.62, 0.165205
-1.6, 0.167982
-1.58, 0.170795
-1.56, 0.173647
-1.54, 0.176535
-1.52, 0.179462
-1.5, 0.182426
-1.48, 0.185427
-1.46, 0.188467
-1.44, 0.191545
-1.42, 0.194662
-1.4, 0.197816
-1.38, 0.201009
-1.36, 0.20424
-1.34, 0.20751
-1.32, 0.210818
-1.3, 0.214165
-1.28, 0.21755
-1.26, 0.220974
-1.24, 0.224436
-1.22, 0.227936
-1.2, 0.231475
-1.18, 0.235052
-1.16, 0.238667
-1.14, 0.24232
-1.12, 0.246011
-1.1, 0.24974
-1.08, 0.253506
-1.06, 0.257309
-1.04, 0.26115
-1.02, 0.265027
-1, 0.268941
-0.98, 0.272892
-0.96, 0.276878
-0.94, 0.2809
-0.92, 0.284958
-0.9, 0.28905
-0.88, 0.293178
-0.86, 0.297339
-0.84, 0.301535
-0.82, 0.305764
-0.8, 0.310026
-0.78, 0.31432
-0.76, 0.318646
-0.74, 0.323004
-0.72, 0.327393
-0.7, 0.331812
-0.68, 0.336261
-0.66, 0.34074
-0.64, 0.345247
-0.62, 0.349781
-0.6, 0.354344
-0.58, 0.358933
-0.56, 0.363547
-0.54, 0.368188
-0.52, 0.372852
-0.5, 0.377541
-0.48, 0.382252
-0.46, 0.386986
-0.44, 0.391741
-0.42, 0.396517
-0.4, 0.401312
-0.38, 0.406127
-0.36, 0.41096
-0.34, 0.415809
-0.32, 0.420676
-0.3, 0.425557
-0.28, 0.430454
-0.26, 0.435364
-0.24, 0.440286
-0.22, 0.445221
-0.2, 0.450166
-0.18, 0.455121
-0.16, 0.460085
-0.14, 0.465057
-0.12, 0.470036
-0.1, 0.475021
-0.08, 0.480011
-0.06, 0.485004
-0.04, 0.490001
-0.02, 0.495
-3.93505e-14, 0.5
0.02, 0.505
0.04, 0.509999
0.06, 0.514996
0.08, 0.519989
0.1, 0.524979
0.12, 0.529964
0.14, 0.534943
0.16, 0.539915
0.18, 0.544879
0.2, 0.549834
0.22, 0.554779
0.24, 0.559714
0.26, 0.564636
0.28, 0.569546
0.3, 0.574443
0.32, 0.579324
0.34, 0.584191
0.36, 0.58904
0.38, 0.593873
0.4, 0.598688
0.42, 0.603483
0.44, 0.608259
0.46, 0.613014
0.48, 0.617748
0.5, 0.622459
0.52, 0.627148
0.54, 0.631812
0.56, 0.636453
0.58, 0.641067
0.6, 0.645656
0.62, 0.650219
0.64, 0.654753
0.66, 0.65926
0.68, 0.663739
0.7, 0.668188
0.72, 0.672607
0.74, 0.676996
0.76, 0.681354
0.78, 0.68568
0.8, 0.689974
0.82, 0.694236
0.84, 0.698465
0.86, 0.702661
0.88, 0.706822
0.9, 0.71095
0.92, 0.715042
0.94, 0.7191
0.96, 0.723122
0.98, 0.727108
1, 0.731059
1.02, 0.734973
1.04, 0.73885
1.06, 0.742691
1.08, 0.746494
1.1, 0.75026
1.12, 0.753989
1.14, 0.75768
1.16, 0.761333
1.18, 0.764948
1.2, 0.768525
1.22, 0.772064
1.24, 0.775564
1.26, 0.779026
1.28, 0.78245
1.3, 0.785835
1.32, 0.789182
1.34, 0.79249
1.36, 0.79576
1.38, 0.798991
1.4, 0.802184
1.42, 0.805338
1.44, 0.808455
1.46, 0.811533
1.48, 0.814573
1.5, 0.817574
1.52, 0.820538
1.54, 0.823465
1.56, 0.826353
1.58, 0.829205
1.6, 0.832018
1.62, 0.834795
1.64, 0.837535
1.66, 0.840238
1.68, 0.842905
1.7, 0.845535
1.72, 0.848129
1.74, 0.850687
1.76, 0.85321
1.78, 0.855697
1.8, 0.858149
1.82, 0.860566
1.84, 0.862949
1.86, 0.865297
1.88, 0.867611
1.9, 0.869892
1.92, 0.872138
1.94, 0.874352
1.96, 0.876533
1.98, 0.878681
2, 0.880797
2.02, 0.882881
2.04, 0.884933
2.06, 0.886954
2.08, 0.888944
2.1, 0.890903
2.12, 0.892832
2.14, 0.894731
2.16, 0.8966
2.18, 0.898439
2.2, 0.90025
2.22, 0.902031
2.24, 0.903784
2.26, 0.90551
2.28, 0.907207
2.3, 0.908877
2.32, 0.91052
2.34, 0.912136
2.36, 0.913726
2.38, 0.915289
2.4, 0.916827
2.42, 0.91834
2.44, 0.919827
2.46, 0.92129
2.48, 0.922728
2.5, 0.924142
2.52, 0.925532
2.54, 0.926899
2.56, 0.928242
2.58, 0.929563
2.6, 0.930862
2.62, 0.932138
2.64, 0.933392
2.66, 0.934625
2.68, 0.935836
2.7, 0.937027
2.72, 0.938197
2.74, 0.939346
2.76, 0.940476
2.78, 0.941585
2.8, 0.942676
2.82, 0.943747
2.84, 0.944799
2.86, 0.945833
2.88, 0.946849
2.9, 0.947846
2.92, 0.948826
2.94, 0.949789
2.96, 0.950734
2.98, 0.951662
3, 0.952574
3.02, 0.95347
3.04, 0.954349
3.06, 0.955212
3.08, 0.95606
3.1, 0.956893
3.12, 0.95771
3.14, 0.958513
3.16, 0.959301
3.18, 0.960075
3.2, 0.960834
3.22, 0.96158
3.24, 0.962312
3.26, 0.963031
3.28, 0.963736
3.3, 0.964429
3.32, 0.965109
3.34, 0.965776
3.36, 0.966431
3.38, 0.967074
3.4, 0.967705
3.42, 0.968324
3.44, 0.968932
3.46, 0.969528
3.48, 0.970113
3.5, 0.970688
3.52, 0.971252
3.54, 0.971805
3.56, 0.972348
3.58, 0.97288
3.6, 0.973403
3.62, 0.973916
3.64, 0.974419
3.66, 0.974913
3.68, 0.975398
3.7, 0.975873
3.72, 0.976339
3.74, 0.976797
3.76, 0.977246
3.78, 0.977687
3.8, 0.978119
3.82, 0.978543
3.84, 0.978959
3.86, 0.979367
3.88, 0.979767
3.9, 0.98016
3.92, 0.980545
3.94, 0.980923
3.96, 0.981293
3.98, 0.981657
4, 0.982014
4.02, 0.982364
4.04, 0.982707
4.06, 0.983043
4.08, 0.983374
4.1, 0.983698
4.12, 0.984015
4.14, 0.984327
4.16, 0.984632
4.18, 0.984932
4.2, 0.985226
4.22, 0.985514
4.24, 0.985797
4.26, 0.986074
4.28, 0.986346
4.3, 0.986613
4.32, 0.986875
4.34, 0.987131
4.36, 0.987383
4.38, 0.98763
4.4, 0.987872
4.42, 0.988109
4.44, 0.988342
4.46, 0.98857
4.48, 0.988794
4.5, 0.989013
4.52, 0.989228
4.54, 0.989439
4.56, 0.989646
4.58, 0.989849
4.6, 0.990048
4.62, 0.990243
4.64, 0.990435
4.66, 0.990622
4.68, 0.990806
4.7, 0.990987
4.72, 0.991164
4.74, 0.991337
4.76, 0.991507
4.78, 0.991674
4.8, 0.991837
4.82, 0.991998
4.84, 0.992155
4.86, 0.992309
4.88, 0.99246
4.9, 0.992608
4.92, 0.992754
4.94, 0.992896
4.96, 0.993036
4.98, 0.993173
5, 0.993307
5.02, 0.993439
5.04, 0.993568
5.06, 0.993694
5.08, 0.993819
5.1, 0.99394
5.12, 0.994059
5.14, 0.994176
5.16, 0.994291
5.18, 0.994403
5.2, 0.994514
5.22, 0.994622
5.24, 0.994728
5.26, 0.994832
5.28, 0.994933
5.3, 0.995033
5.32, 0.995131
5.34, 0.995227
5.36, 0.995321
5.38, 0.995413
5.4, 0.995504
5.42, 0.995592
5.44, 0.995679
5.46, 0.995764
5.48, 0.995848
5.5, 0.99593
5.52, 0.99601
5.54, 0.996089
5.56, 0.996166
5.58, 0.996242
5.6, 0.996316
5.62, 0.996388
5.64, 0.99646
5.66, 0.99653
5.68, 0.996598
5.7, 0.996665
5.72, 0.996731
5.74, 0.996796
5.76, 0.996859
5.78, 0.996921
5.8, 0.996982
5.82, 0.997041
5.84, 0.9971
5.86, 0.997157
5.88, 0.997213
5.9, 0.997268
5.92, 0.997322
5.94, 0.997375
5.96, 0.997427
5.98, 0.997478
6, 0.997527
